Backend Server is running on http://localhost:3001
Đã kết nối thành công tới PostgreSQL Database.
Ensure Images table exists.
[10:31:08 PM] GET /api/events?token=eyJlbXBsb3llZUlkIjoicGhvX3Bob25nIiwiZW1wbG95ZWVOYW1lIjoiUGjDsyBwaMOybmciLCJjb21wYW55SWQiOiJVcFRlayIsImRlcGFydG1lbnRJZCI6IlBob25nTWFya2V0aW5nIiwibG9ja2VkQWdlbnRJZCI6InBob19waG9uZyIsInZpc2libGVBZ2VudElkcyI6WyJwaG9fcGhvbmciLCJudl9jb250ZW50IiwibnZfbWVkaWEiLCJudl9wcm9tcHQiLCJtZWRpYV92aWRlbyJdLCJjYW5WaWV3QWxsU2Vzc2lvbnMiOmZhbHNlLCJpYXQiOjE3NzY4MjM5MDYyNjYsImV4cCI6MTc3Njg2NzEwNjI2Nn0.oA7wiV8rdp5IR3x35dvp-CapBaO9acIUyvzfqY7gAa8
[10:31:09 PM] GET /api/gallery
[10:31:09 PM] GET /api/gallery
[10:31:13 PM] GET /api/events?token=eyJlbXBsb3llZUlkIjoicGhvX3Bob25nIiwiZW1wbG95ZWVOYW1lIjoiUGjDsyBwaMOybmciLCJjb21wYW55SWQiOiJVcFRlayIsImRlcGFydG1lbnRJZCI6IlBob25nTWFya2V0aW5nIiwibG9ja2VkQWdlbnRJZCI6InBob19waG9uZyIsInZpc2libGVBZ2VudElkcyI6WyJwaG9fcGhvbmciLCJudl9jb250ZW50IiwibnZfbWVkaWEiLCJudl9wcm9tcHQiLCJtZWRpYV92aWRlbyJdLCJjYW5WaWV3QWxsU2Vzc2lvbnMiOmZhbHNlLCJpYXQiOjE3NzY4MjM5MDYyNjYsImV4cCI6MTc3Njg2NzEwNjI2Nn0.oA7wiV8rdp5IR3x35dvp-CapBaO9acIUyvzfqY7gAa8
[10:31:14 PM] GET /api/conversations/pho_phong?includeAutomation=1
[10:31:18 PM] GET /api/events?token=eyJlbXBsb3llZUlkIjoicGhvX3Bob25nIiwiZW1wbG95ZWVOYW1lIjoiUGjDsyBwaMOybmciLCJjb21wYW55SWQiOiJVcFRlayIsImRlcGFydG1lbnRJZCI6IlBob25nTWFya2V0aW5nIiwibG9ja2VkQWdlbnRJZCI6InBob19waG9uZyIsInZpc2libGVBZ2VudElkcyI6WyJwaG9fcGhvbmciLCJudl9jb250ZW50IiwibnZfbWVkaWEiLCJudl9wcm9tcHQiLCJtZWRpYV92aWRlbyJdLCJjYW5WaWV3QWxsU2Vzc2lvbnMiOmZhbHNlLCJpYXQiOjE3NzY4MjM5MDYyNjYsImV4cCI6MTc3Njg2NzEwNjI2Nn0.oA7wiV8rdp5IR3x35dvp-CapBaO9acIUyvzfqY7gAa8
[10:31:19 PM] POST /api/conversations
[10:31:24 PM] GET /api/events?token=eyJlbXBsb3llZUlkIjoicGhvX3Bob25nIiwiZW1wbG95ZWVOYW1lIjoiUGjDsyBwaMOybmciLCJjb21wYW55SWQiOiJVcFRlayIsImRlcGFydG1lbnRJZCI6IlBob25nTWFya2V0aW5nIiwibG9ja2VkQWdlbnRJZCI6InBob19waG9uZyIsInZpc2libGVBZ2VudElkcyI6WyJwaG9fcGhvbmciLCJudl9jb250ZW50IiwibnZfbWVkaWEiLCJudl9wcm9tcHQiLCJtZWRpYV92aWRlbyJdLCJjYW5WaWV3QWxsU2Vzc2lvbnMiOmZhbHNlLCJpYXQiOjE3NzY4MjM5MDYyNjYsImV4cCI6MTc3Njg2NzEwNjI2Nn0.oA7wiV8rdp5IR3x35dvp-CapBaO9acIUyvzfqY7gAa8
[10:31:24 PM] GET /api/conversations/pho_phong?includeAutomation=1
[10:31:29 PM] GET /api/events?token=eyJlbXBsb3llZUlkIjoicGhvX3Bob25nIiwiZW1wbG95ZWVOYW1lIjoiUGjDsyBwaMOybmciLCJjb21wYW55SWQiOiJVcFRlayIsImRlcGFydG1lbnRJZCI6IlBob25nTWFya2V0aW5nIiwibG9ja2VkQWdlbnRJZCI6InBob19waG9uZyIsInZpc2libGVBZ2VudElkcyI6WyJwaG9fcGhvbmciLCJudl9jb250ZW50IiwibnZfbWVkaWEiLCJudl9wcm9tcHQiLCJtZWRpYV92aWRlbyJdLCJjYW5WaWV3QWxsU2Vzc2lvbnMiOmZhbHNlLCJpYXQiOjE3NzY4MjM5MDYyNjYsImV4cCI6MTc3Njg2NzEwNjI2Nn0.oA7wiV8rdp5IR3x35dvp-CapBaO9acIUyvzfqY7gAa8
[10:31:29 PM] GET /api/conversations/pho_phong?includeAutomation=1
[10:31:34 PM] GET /api/events?token=eyJlbXBsb3llZUlkIjoicGhvX3Bob25nIiwiZW1wbG95ZWVOYW1lIjoiUGjDsyBwaMOybmciLCJjb21wYW55SWQiOiJVcFRlayIsImRlcGFydG1lbnRJZCI6IlBob25nTWFya2V0aW5nIiwibG9ja2VkQWdlbnRJZCI6InBob19waG9uZyIsInZpc2libGVBZ2VudElkcyI6WyJwaG9fcGhvbmciLCJudl9jb250ZW50IiwibnZfbWVkaWEiLCJudl9wcm9tcHQiLCJtZWRpYV92aWRlbyJdLCJjYW5WaWV3QWxsU2Vzc2lvbnMiOmZhbHNlLCJpYXQiOjE3NzY4MjM5MDYyNjYsImV4cCI6MTc3Njg2NzEwNjI2Nn0.oA7wiV8rdp5IR3x35dvp-CapBaO9acIUyvzfqY7gAa8
[10:31:34 PM] GET /api/conversations/pho_phong?includeAutomation=1
[10:31:39 PM] GET /api/conversations/pho_phong?includeAutomation=1
[10:31:39 PM] GET /api/conversations/pho_phong?includeAutomation=1
[10:31:39 PM] GET /api/events?token=eyJlbXBsb3llZUlkIjoicGhvX3Bob25nIiwiZW1wbG95ZWVOYW1lIjoiUGjDsyBwaMOybmciLCJjb21wYW55SWQiOiJVcFRlayIsImRlcGFydG1lbnRJZCI6IlBob25nTWFya2V0aW5nIiwibG9ja2VkQWdlbnRJZCI6InBob19waG9uZyIsInZpc2libGVBZ2VudElkcyI6WyJwaG9fcGhvbmciLCJudl9jb250ZW50IiwibnZfbWVkaWEiLCJudl9wcm9tcHQiLCJtZWRpYV92aWRlbyJdLCJjYW5WaWV3QWxsU2Vzc2lvbnMiOmZhbHNlLCJpYXQiOjE3NzY4MjM5MDYyNjYsImV4cCI6MTc3Njg2NzEwNjI2Nn0.oA7wiV8rdp5IR3x35dvp-CapBaO9acIUyvzfqY7gAa8
[10:31:39 PM] GET /api/conversations/pho_phong?includeAutomation=1
[10:31:45 PM] GET /api/events?token=eyJlbXBsb3llZUlkIjoicGhvX3Bob25nIiwiZW1wbG95ZWVOYW1lIjoiUGjDsyBwaMOybmciLCJjb21wYW55SWQiOiJVcFRlayIsImRlcGFydG1lbnRJZCI6IlBob25nTWFya2V0aW5nIiwibG9ja2VkQWdlbnRJZCI6InBob19waG9uZyIsInZpc2libGVBZ2VudElkcyI6WyJwaG9fcGhvbmciLCJudl9jb250ZW50IiwibnZfbWVkaWEiLCJudl9wcm9tcHQiLCJtZWRpYV92aWRlbyJdLCJjYW5WaWV3QWxsU2Vzc2lvbnMiOmZhbHNlLCJpYXQiOjE3NzY4MjM5MDYyNjYsImV4cCI6MTc3Njg2NzEwNjI2Nn0.oA7wiV8rdp5IR3x35dvp-CapBaO9acIUyvzfqY7gAa8
[10:31:45 PM] GET /api/conversations/pho_phong?includeAutomation=1
[10:31:51 PM] GET /api/events?token=eyJlbXBsb3llZUlkIjoicGhvX3Bob25nIiwiZW1wbG95ZWVOYW1lIjoiUGjDsyBwaMOybmciLCJjb21wYW55SWQiOiJVcFRlayIsImRlcGFydG1lbnRJZCI6IlBob25nTWFya2V0aW5nIiwibG9ja2VkQWdlbnRJZCI6InBob19waG9uZyIsInZpc2libGVBZ2VudElkcyI6WyJwaG9fcGhvbmciLCJudl9jb250ZW50IiwibnZfbWVkaWEiLCJudl9wcm9tcHQiLCJtZWRpYV92aWRlbyJdLCJjYW5WaWV3QWxsU2Vzc2lvbnMiOmZhbHNlLCJpYXQiOjE3NzY4MjM5MDYyNjYsImV4cCI6MTc3Njg2NzEwNjI2Nn0.oA7wiV8rdp5IR3x35dvp-CapBaO9acIUyvzfqY7gAa8
[10:31:54 PM] GET /api/conversations/pho_phong?includeAutomation=1
[10:31:57 PM] GET /api/events?token=eyJlbXBsb3llZUlkIjoicGhvX3Bob25nIiwiZW1wbG95ZWVOYW1lIjoiUGjDsyBwaMOybmciLCJjb21wYW55SWQiOiJVcFRlayIsImRlcGFydG1lbnRJZCI6IlBob25nTWFya2V0aW5nIiwibG9ja2VkQWdlbnRJZCI6InBob19waG9uZyIsInZpc2libGVBZ2VudElkcyI6WyJwaG9fcGhvbmciLCJudl9jb250ZW50IiwibnZfbWVkaWEiLCJudl9wcm9tcHQiLCJtZWRpYV92aWRlbyJdLCJjYW5WaWV3QWxsU2Vzc2lvbnMiOmZhbHNlLCJpYXQiOjE3NzY4MjM5MDYyNjYsImV4cCI6MTc3Njg2NzEwNjI2Nn0.oA7wiV8rdp5IR3x35dvp-CapBaO9acIUyvzfqY7gAa8
[10:32:02 PM] GET /api/events?token=eyJlbXBsb3llZUlkIjoicGhvX3Bob25nIiwiZW1wbG95ZWVOYW1lIjoiUGjDsyBwaMOybmciLCJjb21wYW55SWQiOiJVcFRlayIsImRlcGFydG1lbnRJZCI6IlBob25nTWFya2V0aW5nIiwibG9ja2VkQWdlbnRJZCI6InBob19waG9uZyIsInZpc2libGVBZ2VudElkcyI6WyJwaG9fcGhvbmciLCJudl9jb250ZW50IiwibnZfbWVkaWEiLCJudl9wcm9tcHQiLCJtZWRpYV92aWRlbyJdLCJjYW5WaWV3QWxsU2Vzc2lvbnMiOmZhbHNlLCJpYXQiOjE3NzY4MjM5MDYyNjYsImV4cCI6MTc3Njg2NzEwNjI2Nn0.oA7wiV8rdp5IR3x35dvp-CapBaO9acIUyvzfqY7gAa8
[10:32:03 PM] GET /api/events?token=eyJlbXBsb3llZUlkIjoicGhvX3Bob25nIiwiZW1wbG95ZWVOYW1lIjoiUGjDsyBwaMOybmciLCJjb21wYW55SWQiOiJVcFRlayIsImRlcGFydG1lbnRJZCI6IlBob25nTWFya2V0aW5nIiwibG9ja2VkQWdlbnRJZCI6InBob19waG9uZyIsInZpc2libGVBZ2VudElkcyI6WyJwaG9fcGhvbmciLCJudl9jb250ZW50IiwibnZfbWVkaWEiLCJudl9wcm9tcHQiLCJtZWRpYV92aWRlbyJdLCJjYW5WaWV3QWxsU2Vzc2lvbnMiOmZhbHNlLCJpYXQiOjE3NzY4MjM5MDYyNjYsImV4cCI6MTc3Njg2NzEwNjI2Nn0.oA7wiV8rdp5IR3x35dvp-CapBaO9acIUyvzfqY7gAa8
[10:32:09 PM] GET /api/events?token=eyJlbXBsb3llZUlkIjoicGhvX3Bob25nIiwiZW1wbG95ZWVOYW1lIjoiUGjDsyBwaMOybmciLCJjb21wYW55SWQiOiJVcFRlayIsImRlcGFydG1lbnRJZCI6IlBob25nTWFya2V0aW5nIiwibG9ja2VkQWdlbnRJZCI6InBob19waG9uZyIsInZpc2libGVBZ2VudElkcyI6WyJwaG9fcGhvbmciLCJudl9jb250ZW50IiwibnZfbWVkaWEiLCJudl9wcm9tcHQiLCJtZWRpYV92aWRlbyJdLCJjYW5WaWV3QWxsU2Vzc2lvbnMiOmZhbHNlLCJpYXQiOjE3NzY4MjM5MDYyNjYsImV4cCI6MTc3Njg2NzEwNjI2Nn0.oA7wiV8rdp5IR3x35dvp-CapBaO9acIUyvzfqY7gAa8
[10:32:15 PM] GET /api/events?token=eyJlbXBsb3llZUlkIjoicGhvX3Bob25nIiwiZW1wbG95ZWVOYW1lIjoiUGjDsyBwaMOybmciLCJjb21wYW55SWQiOiJVcFRlayIsImRlcGFydG1lbnRJZCI6IlBob25nTWFya2V0aW5nIiwibG9ja2VkQWdlbnRJZCI6InBob19waG9uZyIsInZpc2libGVBZ2VudElkcyI6WyJwaG9fcGhvbmciLCJudl9jb250ZW50IiwibnZfbWVkaWEiLCJudl9wcm9tcHQiLCJtZWRpYV92aWRlbyJdLCJjYW5WaWV3QWxsU2Vzc2lvbnMiOmZhbHNlLCJpYXQiOjE3NzY4MjM5MDYyNjYsImV4cCI6MTc3Njg2NzEwNjI2Nn0.oA7wiV8rdp5IR3x35dvp-CapBaO9acIUyvzfqY7gAa8
[10:32:21 PM] GET /api/events?token=eyJlbXBsb3llZUlkIjoicGhvX3Bob25nIiwiZW1wbG95ZWVOYW1lIjoiUGjDsyBwaMOybmciLCJjb21wYW55SWQiOiJVcFRlayIsImRlcGFydG1lbnRJZCI6IlBob25nTWFya2V0aW5nIiwibG9ja2VkQWdlbnRJZCI6InBob19waG9uZyIsInZpc2libGVBZ2VudElkcyI6WyJwaG9fcGhvbmciLCJudl9jb250ZW50IiwibnZfbWVkaWEiLCJudl9wcm9tcHQiLCJtZWRpYV92aWRlbyJdLCJjYW5WaWV3QWxsU2Vzc2lvbnMiOmZhbHNlLCJpYXQiOjE3NzY4MjM5MDYyNjYsImV4cCI6MTc3Njg2NzEwNjI2Nn0.oA7wiV8rdp5IR3x35dvp-CapBaO9acIUyvzfqY7gAa8
[10:32:27 PM] GET /api/events?token=eyJlbXBsb3llZUlkIjoicGhvX3Bob25nIiwiZW1wbG95ZWVOYW1lIjoiUGjDsyBwaMOybmciLCJjb21wYW55SWQiOiJVcFRlayIsImRlcGFydG1lbnRJZCI6IlBob25nTWFya2V0aW5nIiwibG9ja2VkQWdlbnRJZCI6InBob19waG9uZyIsInZpc2libGVBZ2VudElkcyI6WyJwaG9fcGhvbmciLCJudl9jb250ZW50IiwibnZfbWVkaWEiLCJudl9wcm9tcHQiLCJtZWRpYV92aWRlbyJdLCJjYW5WaWV3QWxsU2Vzc2lvbnMiOmZhbHNlLCJpYXQiOjE3NzY4MjM5MDYyNjYsImV4cCI6MTc3Njg2NzEwNjI2Nn0.oA7wiV8rdp5IR3x35dvp-CapBaO9acIUyvzfqY7gAa8
[10:32:33 PM] GET /api/events?token=eyJlbXBsb3llZUlkIjoicGhvX3Bob25nIiwiZW1wbG95ZWVOYW1lIjoiUGjDsyBwaMOybmciLCJjb21wYW55SWQiOiJVcFRlayIsImRlcGFydG1lbnRJZCI6IlBob25nTWFya2V0aW5nIiwibG9ja2VkQWdlbnRJZCI6InBob19waG9uZyIsInZpc2libGVBZ2VudElkcyI6WyJwaG9fcGhvbmciLCJudl9jb250ZW50IiwibnZfbWVkaWEiLCJudl9wcm9tcHQiLCJtZWRpYV92aWRlbyJdLCJjYW5WaWV3QWxsU2Vzc2lvbnMiOmZhbHNlLCJpYXQiOjE3NzY4MjM5MDYyNjYsImV4cCI6MTc3Njg2NzEwNjI2Nn0.oA7wiV8rdp5IR3x35dvp-CapBaO9acIUyvzfqY7gAa8
[10:32:39 PM] GET /api/events?token=eyJlbXBsb3llZUlkIjoicGhvX3Bob25nIiwiZW1wbG95ZWVOYW1lIjoiUGjDsyBwaMOybmciLCJjb21wYW55SWQiOiJVcFRlayIsImRlcGFydG1lbnRJZCI6IlBob25nTWFya2V0aW5nIiwibG9ja2VkQWdlbnRJZCI6InBob19waG9uZyIsInZpc2libGVBZ2VudElkcyI6WyJwaG9fcGhvbmciLCJudl9jb250ZW50IiwibnZfbWVkaWEiLCJudl9wcm9tcHQiLCJtZWRpYV92aWRlbyJdLCJjYW5WaWV3QWxsU2Vzc2lvbnMiOmZhbHNlLCJpYXQiOjE3NzY4MjM5MDYyNjYsImV4cCI6MTc3Njg2NzEwNjI2Nn0.oA7wiV8rdp5IR3x35dvp-CapBaO9acIUyvzfqY7gAa8
[10:32:45 PM] GET /api/events?token=eyJlbXBsb3llZUlkIjoicGhvX3Bob25nIiwiZW1wbG95ZWVOYW1lIjoiUGjDsyBwaMOybmciLCJjb21wYW55SWQiOiJVcFRlayIsImRlcGFydG1lbnRJZCI6IlBob25nTWFya2V0aW5nIiwibG9ja2VkQWdlbnRJZCI6InBob19waG9uZyIsInZpc2libGVBZ2VudElkcyI6WyJwaG9fcGhvbmciLCJudl9jb250ZW50IiwibnZfbWVkaWEiLCJudl9wcm9tcHQiLCJtZWRpYV92aWRlbyJdLCJjYW5WaWV3QWxsU2Vzc2lvbnMiOmZhbHNlLCJpYXQiOjE3NzY4MjM5MDYyNjYsImV4cCI6MTc3Njg2NzEwNjI2Nn0.oA7wiV8rdp5IR3x35dvp-CapBaO9acIUyvzfqY7gAa8
[10:32:51 PM] GET /api/events?token=eyJlbXBsb3llZUlkIjoicGhvX3Bob25nIiwiZW1wbG95ZWVOYW1lIjoiUGjDsyBwaMOybmciLCJjb21wYW55SWQiOiJVcFRlayIsImRlcGFydG1lbnRJZCI6IlBob25nTWFya2V0aW5nIiwibG9ja2VkQWdlbnRJZCI6InBob19waG9uZyIsInZpc2libGVBZ2VudElkcyI6WyJwaG9fcGhvbmciLCJudl9jb250ZW50IiwibnZfbWVkaWEiLCJudl9wcm9tcHQiLCJtZWRpYV92aWRlbyJdLCJjYW5WaWV3QWxsU2Vzc2lvbnMiOmZhbHNlLCJpYXQiOjE3NzY4MjM5MDYyNjYsImV4cCI6MTc3Njg2NzEwNjI2Nn0.oA7wiV8rdp5IR3x35dvp-CapBaO9acIUyvzfqY7gAa8
[10:32:57 PM] GET /api/events?token=eyJlbXBsb3llZUlkIjoicGhvX3Bob25nIiwiZW1wbG95ZWVOYW1lIjoiUGjDsyBwaMOybmciLCJjb21wYW55SWQiOiJVcFRlayIsImRlcGFydG1lbnRJZCI6IlBob25nTWFya2V0aW5nIiwibG9ja2VkQWdlbnRJZCI6InBob19waG9uZyIsInZpc2libGVBZ2VudElkcyI6WyJwaG9fcGhvbmciLCJudl9jb250ZW50IiwibnZfbWVkaWEiLCJudl9wcm9tcHQiLCJtZWRpYV92aWRlbyJdLCJjYW5WaWV3QWxsU2Vzc2lvbnMiOmZhbHNlLCJpYXQiOjE3NzY4MjM5MDYyNjYsImV4cCI6MTc3Njg2NzEwNjI2Nn0.oA7wiV8rdp5IR3x35dvp-CapBaO9acIUyvzfqY7gAa8
[10:33:03 PM] GET /api/events?token=eyJlbXBsb3llZUlkIjoicGhvX3Bob25nIiwiZW1wbG95ZWVOYW1lIjoiUGjDsyBwaMOybmciLCJjb21wYW55SWQiOiJVcFRlayIsImRlcGFydG1lbnRJZCI6IlBob25nTWFya2V0aW5nIiwibG9ja2VkQWdlbnRJZCI6InBob19waG9uZyIsInZpc2libGVBZ2VudElkcyI6WyJwaG9fcGhvbmciLCJudl9jb250ZW50IiwibnZfbWVkaWEiLCJudl9wcm9tcHQiLCJtZWRpYV92aWRlbyJdLCJjYW5WaWV3QWxsU2Vzc2lvbnMiOmZhbHNlLCJpYXQiOjE3NzY4MjM5MDYyNjYsImV4cCI6MTc3Njg2NzEwNjI2Nn0.oA7wiV8rdp5IR3x35dvp-CapBaO9acIUyvzfqY7gAa8
[10:33:08 PM] GET /api/events?token=eyJlbXBsb3llZUlkIjoicGhvX3Bob25nIiwiZW1wbG95ZWVOYW1lIjoiUGjDsyBwaMOybmciLCJjb21wYW55SWQiOiJVcFRlayIsImRlcGFydG1lbnRJZCI6IlBob25nTWFya2V0aW5nIiwibG9ja2VkQWdlbnRJZCI6InBob19waG9uZyIsInZpc2libGVBZ2VudElkcyI6WyJwaG9fcGhvbmciLCJudl9jb250ZW50IiwibnZfbWVkaWEiLCJudl9wcm9tcHQiLCJtZWRpYV92aWRlbyJdLCJjYW5WaWV3QWxsU2Vzc2lvbnMiOmZhbHNlLCJpYXQiOjE3NzY4MjM5MDYyNjYsImV4cCI6MTc3Njg2NzEwNjI2Nn0.oA7wiV8rdp5IR3x35dvp-CapBaO9acIUyvzfqY7gAa8
[10:33:14 PM] GET /api/events?token=eyJlbXBsb3llZUlkIjoicGhvX3Bob25nIiwiZW1wbG95ZWVOYW1lIjoiUGjDsyBwaMOybmciLCJjb21wYW55SWQiOiJVcFRlayIsImRlcGFydG1lbnRJZCI6IlBob25nTWFya2V0aW5nIiwibG9ja2VkQWdlbnRJZCI6InBob19waG9uZyIsInZpc2libGVBZ2VudElkcyI6WyJwaG9fcGhvbmciLCJudl9jb250ZW50IiwibnZfbWVkaWEiLCJudl9wcm9tcHQiLCJtZWRpYV92aWRlbyJdLCJjYW5WaWV3QWxsU2Vzc2lvbnMiOmZhbHNlLCJpYXQiOjE3NzY4MjM5MDYyNjYsImV4cCI6MTc3Njg2NzEwNjI2Nn0.oA7wiV8rdp5IR3x35dvp-CapBaO9acIUyvzfqY7gAa8
[10:33:20 PM] GET /api/events?token=eyJlbXBsb3llZUlkIjoicGhvX3Bob25nIiwiZW1wbG95ZWVOYW1lIjoiUGjDsyBwaMOybmciLCJjb21wYW55SWQiOiJVcFRlayIsImRlcGFydG1lbnRJZCI6IlBob25nTWFya2V0aW5nIiwibG9ja2VkQWdlbnRJZCI6InBob19waG9uZyIsInZpc2libGVBZ2VudElkcyI6WyJwaG9fcGhvbmciLCJudl9jb250ZW50IiwibnZfbWVkaWEiLCJudl9wcm9tcHQiLCJtZWRpYV92aWRlbyJdLCJjYW5WaWV3QWxsU2Vzc2lvbnMiOmZhbHNlLCJpYXQiOjE3NzY4MjM5MDYyNjYsImV4cCI6MTc3Njg2NzEwNjI2Nn0.oA7wiV8rdp5IR3x35dvp-CapBaO9acIUyvzfqY7gAa8
[10:33:24 PM] GET /api/conversations/pho_phong?includeAutomation=1
[10:33:24 PM] GET /api/conversations/pho_phong?includeAutomation=1
[10:33:25 PM] GET /api/events?token=eyJlbXBsb3llZUlkIjoicGhvX3Bob25nIiwiZW1wbG95ZWVOYW1lIjoiUGjDsyBwaMOybmciLCJjb21wYW55SWQiOiJVcFRlayIsImRlcGFydG1lbnRJZCI6IlBob25nTWFya2V0aW5nIiwibG9ja2VkQWdlbnRJZCI6InBob19waG9uZyIsInZpc2libGVBZ2VudElkcyI6WyJwaG9fcGhvbmciLCJudl9jb250ZW50IiwibnZfbWVkaWEiLCJudl9wcm9tcHQiLCJtZWRpYV92aWRlbyJdLCJjYW5WaWV3QWxsU2Vzc2lvbnMiOmZhbHNlLCJpYXQiOjE3NzY4MjM5MDYyNjYsImV4cCI6MTc3Njg2NzEwNjI2Nn0.oA7wiV8rdp5IR3x35dvp-CapBaO9acIUyvzfqY7gAa8
[10:33:26 PM] GET /api/events?token=eyJlbXBsb3llZUlkIjoicGhvX3Bob25nIiwiZW1wbG95ZWVOYW1lIjoiUGjDsyBwaMOybmciLCJjb21wYW55SWQiOiJVcFRlayIsImRlcGFydG1lbnRJZCI6IlBob25nTWFya2V0aW5nIiwibG9ja2VkQWdlbnRJZCI6InBob19waG9uZyIsInZpc2libGVBZ2VudElkcyI6WyJwaG9fcGhvbmciLCJudl9jb250ZW50IiwibnZfbWVkaWEiLCJudl9wcm9tcHQiLCJtZWRpYV92aWRlbyJdLCJjYW5WaWV3QWxsU2Vzc2lvbnMiOmZhbHNlLCJpYXQiOjE3NzY4MjM5MDYyNjYsImV4cCI6MTc3Njg2NzEwNjI2Nn0.oA7wiV8rdp5IR3x35dvp-CapBaO9acIUyvzfqY7gAa8
[10:33:26 PM] GET /api/conversations/pho_phong?includeAutomation=1
[10:33:31 PM] GET /api/events?token=eyJlbXBsb3llZUlkIjoicGhvX3Bob25nIiwiZW1wbG95ZWVOYW1lIjoiUGjDsyBwaMOybmciLCJjb21wYW55SWQiOiJVcFRlayIsImRlcGFydG1lbnRJZCI6IlBob25nTWFya2V0aW5nIiwibG9ja2VkQWdlbnRJZCI6InBob19waG9uZyIsInZpc2libGVBZ2VudElkcyI6WyJwaG9fcGhvbmciLCJudl9jb250ZW50IiwibnZfbWVkaWEiLCJudl9wcm9tcHQiLCJtZWRpYV92aWRlbyJdLCJjYW5WaWV3QWxsU2Vzc2lvbnMiOmZhbHNlLCJpYXQiOjE3NzY4MjM5MDYyNjYsImV4cCI6MTc3Njg2NzEwNjI2Nn0.oA7wiV8rdp5IR3x35dvp-CapBaO9acIUyvzfqY7gAa8
[10:33:31 PM] GET /api/conversations/pho_phong?includeAutomation=1
[10:33:31 PM] POST /api/conversations
[10:33:35 PM] GET /api/conversations/pho_phong?includeAutomation=1
[10:33:36 PM] GET /api/events?token=eyJlbXBsb3llZUlkIjoicGhvX3Bob25nIiwiZW1wbG95ZWVOYW1lIjoiUGjDsyBwaMOybmciLCJjb21wYW55SWQiOiJVcFRlayIsImRlcGFydG1lbnRJZCI6IlBob25nTWFya2V0aW5nIiwibG9ja2VkQWdlbnRJZCI6InBob19waG9uZyIsInZpc2libGVBZ2VudElkcyI6WyJwaG9fcGhvbmciLCJudl9jb250ZW50IiwibnZfbWVkaWEiLCJudl9wcm9tcHQiLCJtZWRpYV92aWRlbyJdLCJjYW5WaWV3QWxsU2Vzc2lvbnMiOmZhbHNlLCJpYXQiOjE3NzY4MjM5MDYyNjYsImV4cCI6MTc3Njg2NzEwNjI2Nn0.oA7wiV8rdp5IR3x35dvp-CapBaO9acIUyvzfqY7gAa8
[10:33:40 PM] GET /api/conversations/pho_phong?includeAutomation=1
[10:33:41 PM] GET /api/events?token=eyJlbXBsb3llZUlkIjoicGhvX3Bob25nIiwiZW1wbG95ZWVOYW1lIjoiUGjDsyBwaMOybmciLCJjb21wYW55SWQiOiJVcFRlayIsImRlcGFydG1lbnRJZCI6IlBob25nTWFya2V0aW5nIiwibG9ja2VkQWdlbnRJZCI6InBob19waG9uZyIsInZpc2libGVBZ2VudElkcyI6WyJwaG9fcGhvbmciLCJudl9jb250ZW50IiwibnZfbWVkaWEiLCJudl9wcm9tcHQiLCJtZWRpYV92aWRlbyJdLCJjYW5WaWV3QWxsU2Vzc2lvbnMiOmZhbHNlLCJpYXQiOjE3NzY4MjM5MDYyNjYsImV4cCI6MTc3Njg2NzEwNjI2Nn0.oA7wiV8rdp5IR3x35dvp-CapBaO9acIUyvzfqY7gAa8
[10:33:41 PM] GET /api/conversations/pho_phong?includeAutomation=1
[10:33:46 PM] GET /api/events?token=eyJlbXBsb3llZUlkIjoicGhvX3Bob25nIiwiZW1wbG95ZWVOYW1lIjoiUGjDsyBwaMOybmciLCJjb21wYW55SWQiOiJVcFRlayIsImRlcGFydG1lbnRJZCI6IlBob25nTWFya2V0aW5nIiwibG9ja2VkQWdlbnRJZCI6InBob19waG9uZyIsInZpc2libGVBZ2VudElkcyI6WyJwaG9fcGhvbmciLCJudl9jb250ZW50IiwibnZfbWVkaWEiLCJudl9wcm9tcHQiLCJtZWRpYV92aWRlbyJdLCJjYW5WaWV3QWxsU2Vzc2lvbnMiOmZhbHNlLCJpYXQiOjE3NzY4MjM5MDYyNjYsImV4cCI6MTc3Njg2NzEwNjI2Nn0.oA7wiV8rdp5IR3x35dvp-CapBaO9acIUyvzfqY7gAa8
[10:33:52 PM] GET /api/events?token=eyJlbXBsb3llZUlkIjoicGhvX3Bob25nIiwiZW1wbG95ZWVOYW1lIjoiUGjDsyBwaMOybmciLCJjb21wYW55SWQiOiJVcFRlayIsImRlcGFydG1lbnRJZCI6IlBob25nTWFya2V0aW5nIiwibG9ja2VkQWdlbnRJZCI6InBob19waG9uZyIsInZpc2libGVBZ2VudElkcyI6WyJwaG9fcGhvbmciLCJudl9jb250ZW50IiwibnZfbWVkaWEiLCJudl9wcm9tcHQiLCJtZWRpYV92aWRlbyJdLCJjYW5WaWV3QWxsU2Vzc2lvbnMiOmZhbHNlLCJpYXQiOjE3NzY4MjM5MDYyNjYsImV4cCI6MTc3Njg2NzEwNjI2Nn0.oA7wiV8rdp5IR3x35dvp-CapBaO9acIUyvzfqY7gAa8
[10:33:56 PM] GET /api/conversations/pho_phong?includeAutomation=1
